timestamp,user,ip_address,event_type,status,country,asn,lat,lon
2025-08-13 06:00:35.194,frank,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:00:35.743,uma,172.16.10.7,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:38.468,trudy,172.16.10.6,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:38.734,hazel,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:39.951,nina,10.10.2.19,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:40.329,bob,10.10.1.12,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:40.538,trudy,10.10.1.23,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:40.808,leo,172.16.10.7,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:41.043,wendy,192.168.2.40,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:41.075,frank,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:00:41.263,ivan,10.10.1.45,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:41.750,trudy,192.168.3.41,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:42.248,judy,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:42.820,yvonne,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:00:43.314,yvonne,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:45.374,sam,10.10.2.19,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:45.862,kathy,192.168.1.34,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:47.435,frank,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:00:47.819,judy,10.10.1.12,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:48.672,joice,172.16.12.21,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:50.446,yvonne,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:00:50.645,daniel,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:52.725,charlie,192.168.2.40,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:53.193,frank,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:00:53.259,hazel,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:53.954,ivan,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:54.689,erin,10.10.1.23,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:57.174,kathy,10.10.1.45,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:57.634,bob,10.10.1.12,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:58.293,erin,10.10.1.12,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:58.916,bob,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:00:59.090,frank,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:00:59.638,yvonne,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:00.227,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:00.548,uma,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:00.594,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:01.104,bob,10.10.3.18,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:01.795,leo,172.16.11.9,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:02.676,alice,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:02.820,mike,10.10.1.12,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:04.725,alice,10.10.1.23,network_request,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:05.466,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:05.690,ivan,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:06.537,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:09.110,heidi,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:10.289,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:11.412,ivan,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:13.167,bhanu,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:13.488,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:16.338,erin,172.16.10.6,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:16.859,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:18.331,hazel,172.16.10.7,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:19.095,mike,192.168.1.34,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:19.204,victor,10.10.1.45,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:19.402,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:19.960,kathy,172.16.10.7,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:20.288,bob,192.168.3.41,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:20.348,wendy,10.10.1.45,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:21.448,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:26.113,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:26.188,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:26.227,hazel,10.10.1.45,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:27.020,nina,172.16.10.7,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:32.358,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:32.533,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:33.256,daniel,10.10.2.11,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:33.585,mike,192.168.1.34,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:33.629,oscar,10.10.3.5,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:34.392,xavier,172.16.10.7,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:37.130,mike,192.168.1.34,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:37.275,ruth,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:37.696,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:37.977,quentin,10.10.1.12,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:39.050,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:39.993,nina,192.168.2.40,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:42.021,oscar,10.10.1.45,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:42.027,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:42.931,bob,10.10.3.18,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:43.422,erin,10.10.2.11,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:43.627,trudy,192.168.1.38,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:43.877,yvonne,172.16.12.21,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:44.994,leo,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:45.784,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:45.852,leo,10.10.3.5,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:48.209,hazel,10.10.2.14,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:48.346,wendy,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:48.648,charlie,10.10.3.18,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:48.965,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:49.157,trudy,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:50.580,kathy,10.10.2.19,file_access,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:52.013,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:01:52.271,mike,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:53.051,erin,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:53.686,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:55.405,daniel,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:57.551,alice,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:01:59.746,ivan,198.51.100.23,login,failure,NL,AS16265,52.3676,4.9041
2025-08-13 06:01:59.797,sam,203.0.113.13,login,failure,US,AS15169,37.405,-122.0775
2025-08-13 06:02:01.962,sam,172.16.12.21,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:03.655,sam,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:06.487,kathy,172.16.12.21,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:07.898,sam,172.16.10.7,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:11.850,uma,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:12.891,ivan,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:13.147,victor,172.16.10.7,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:13.487,bhanu,192.168.1.34,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:14.152,xavier,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:14.197,quentin,192.168.1.38,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:14.582,xavier,10.10.1.12,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:16.927,wendy,192.168.1.34,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:17.304,sam,10.10.2.19,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:17.494,nina,172.16.11.9,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:18.117,bob,10.10.1.23,network_request,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:19.866,mike,192.168.2.40,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:20.026,frank,172.16.11.9,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:20.852,quentin,10.10.2.14,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:22.481,uma,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:26.236,erin,10.10.3.18,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:26.445,bob,10.10.2.14,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:28.691,uma,10.10.2.14,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:28.971,kathy,192.168.1.38,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:31.534,trudy,10.10.1.23,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:31.809,hazel,172.16.11.9,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:32.214,zack,192.168.3.41,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:33.263,joice,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:33.418,ivan,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:34.622,alice,172.16.12.21,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:35.631,erin,172.16.10.7,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:37.036,bhanu,10.10.3.18,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:39.399,kathy,10.10.2.11,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:40.034,ruth,10.10.2.11,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:42.414,victor,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:44.462,joice,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:45.053,uma,10.10.2.14,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:45.287,xavier,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:46.640,ivan,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:47.130,peggy,172.16.10.7,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:49.655,quentin,172.16.11.9,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:50.173,joice,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:50.277,kathy,192.168.2.40,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:51.561,charlie,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:53.895,daniel,10.10.1.23,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:54.569,leo,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:56.935,daniel,10.10.2.11,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:58.224,joice,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:58.507,joice,192.168.2.40,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:59.251,heidi,172.16.12.21,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:02:59.494,uma,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:00.930,hazel,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:02.075,ruth,10.10.2.11,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:02.855,charlie,192.168.1.38,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:08.099,leo,10.10.3.5,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:09.447,ivan,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:11.994,ivan,10.10.1.12,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:16.085,joice,10.10.2.14,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:19.020,xavier,10.10.1.45,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:20.201,charlie,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:20.238,kathy,10.10.1.12,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:22.564,uma,192.168.1.38,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:22.641,ivan,192.168.1.34,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:23.274,zack,10.10.3.5,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:24.037,heidi,10.10.2.19,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:24.932,heidi,192.168.1.38,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:26.725,ivan,10.10.1.12,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:27.957,nina,172.16.10.7,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:28.774,kathy,10.10.2.11,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:29.055,ruth,192.168.1.34,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:32.948,daniel,10.10.3.18,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:33.194,grace,10.10.1.23,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:34.052,hazel,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:34.099,nina,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:40.026,quentin,10.10.2.11,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:40.548,ivan,172.16.10.6,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:41.077,charlie,172.16.10.7,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:41.759,kathy,192.168.2.40,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:46.899,quentin,10.10.2.14,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:49.374,xavier,10.10.2.19,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:50.548,ivan,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:50.654,bhanu,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:50.939,yvonne,192.168.1.34,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:52.894,erin,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:53.644,ivan,10.10.1.23,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:55.091,joice,10.10.2.14,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:55.708,zack,10.10.3.5,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:55.930,victor,172.16.11.9,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:56.036,grace,10.10.3.18,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:57.140,zack,192.168.1.34,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:57.174,victor,10.10.3.18,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:59.229,trudy,172.16.11.9,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:03:59.679,hazel,192.168.3.41,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:00.307,wendy,172.16.12.21,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:01.281,charlie,172.16.10.7,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:02.005,peggy,172.16.10.7,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:02.525,victor,192.168.1.34,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:02.904,zack,10.10.2.19,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:04.855,victor,192.168.1.34,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:06.027,hazel,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:06.843,heidi,10.10.2.19,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:08.558,hazel,10.10.2.19,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:08.565,charlie,10.10.3.18,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:08.757,yvonne,192.168.3.41,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:08.867,hazel,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:09.326,xavier,10.10.1.12,login,failure,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:10.983,trudy,10.10.3.5,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:11.414,heidi,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:11.876,quentin,10.10.2.14,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:12.086,nina,172.16.11.9,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:13.671,ruth,172.16.10.6,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:13.825,oscar,10.10.2.11,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:15.131,leo,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:16.293,erin,10.10.3.18,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:19.328,joice,10.10.2.14,network_request,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:21.130,wendy,172.16.11.9,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:22.163,grace,10.10.1.12,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:22.980,heidi,10.10.1.45,file_access,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:24.207,daniel,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
2025-08-13 06:04:26.222,nina,10.10.1.45,login,success,Internal,AS-PRIVATE,51.5074,-0.1278
